,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-76,-76,-77,0,0,0,-85,-90,-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89,-89,0,0,0,0,0,0,0,0,0,0
,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84,-82,-77,0,0,0,-86,-90,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,-95,-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89,0,-90,0,0,0,0,0,0,-81,-83,-83,0,0,0,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3,0,0,0,0,0,0,0,0,-89,0,0,0,0,0,0,0,0,-85,-83,0,0,0,0,0,0,0,-83,0,-85,0,0,0,-96,-92,-93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,0,0,0,0,0,-91,-89,-87,0,0,0,0,0,0,0,0,0
,4,0,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83,-77,-78,0,0,0,-85,-92,-91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86,-87,-86,0,0,0,0,0,0,-83,0,0,0,0,0,-86,-84,-89,0,0,0
,5,0,0,0,0,0,0,0,0,0,-87,-88,0,0,0,0,0,0,-88,-86,-91,0,0,0,0,0,0,-83,-84,0,0,0,0,-86,0,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82,-91,-85,0,0,0,0,0,0,-89,0,0,0,0,0,0,-87,-85,0,0,0
,7,0,0,0,-85,-85,0,0,0,-88,0,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86,-86,-87,0,0,0,-92,-87,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-88,-88,0,0,0
,8,0,0,0,-85,-85,0,0,0,-86,-87,-86,0,0,0,0,0,0,0,-88,-90,0,0,0,0,0,0,-83,-83,-83,0,0,0,-92,-84,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82,-83,-83,-90,0,0
,9,0,0,0,0,0,0,0,0,-76,-74,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-88,-86,-91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-79,-79,-71,0,0,0
,10,0,0,0,0,0,0,0,0,-76,-75,-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85,-90,-89,0,0,0,0,-90,-91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-66,-68,-67,0,0,0
,10,0,0,0,0,0,-90,-87,-87,-82,-80,-85,0,0,0,0,0,0,-91,0,0,0,0,0,0,0,0,-89,-92,0,0,0,0,-92,-88,-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-88,-88,-88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-73,-72,-69,-87,0,0
,11,0,0,0,0,0,0,0,0,-76,-75,-77,0,0,0,0,0,0,-88,0,-87,0,0,0,0,0,0,-86,-87,-89,0,0,0,-86,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-78,-76,-72,0,0,0
,12,0,0,0,0,0,0,0,0,-78,-79,-80,0,0,0,0,0,0,-88,0,-88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-77,-78,-78,0,0,0
,13,0,0,0,0,0,-87,-89,0,-83,-84,-82,0,0,0,0,0,0,0,-89,-87,0,0,0,0,0,0,0,-87,-88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80,-79,-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-77,-78,-84,-95,-88,0
,14,0,0,0,0,0,-90,0,0,-80,-85,-80,0,0,0,0,0,0,0,0,0,0,0,0,-88,-85,-91,0,0,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-79,-78,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-79,-82,-82,0,0,0
,15,0,0,0,0,0,-86,-89,-88,-86,-81,-83,0,0,0,0,0,0,0,0,0,0,0,0,-87,-83,-82,0,0,-90,0,0,0,0,0,0,-85,-86,-90,0,-88,-89,0,0,0,0,0,0,0,0,0,-73,-76,-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-72,-71,-70,0,0,0
